player_height,player_weight,pts,reb,ast,net_rating,usg_pct,ts_pct
210.82,117.026736,1.3,1.3,0,-13,0.151,0.349
213.36,127.00576,4.2,2.1,0.3,1.4,0.165,0.539
205.74,108.86208,10.8,8.9,1.2,-6.5,0.155,0.606
205.74,108.86208,20.6,8.9,2.3,7.6,0.262,0.535
213.36,127.00576,2.9,5,0.5,4.2,0.097,0.536
195.58,98.883056,11.2,2.9,3.1,1.1,0.173,0.529
203.2,97.975872,1.1,0.4,0.1,-23.3,0.275,0.326
205.74,95.25432,3.4,0.2,0.2,0.7,0.275,0.571
195.58,88.45044,5,1.9,1.6,-13,0.193,0.497
185.42,95.25432,11.7,2.1,2.9,6.5,0.185,0.556
190.5,92.98636,18.8,3,10.5,7.3,0.232,0.595
195.58,100.697424,9.7,4.3,2.1,-5.2,0.168,0.519
195.58,95.25432,7.5,3.4,2.2,-0.7,0.179,0.494
190.5,83.91452,14.8,2.7,5.8,5.4,0.225,0.573
218.44,117.93392,3,5.1,0.1,3.6,0.086,0.591
205.74,99.79024,1.3,2,0.6,-13.4,0.108,0.397
190.5,81.64656,8.3,3.2,3.8,-2.5,0.183,0.492
208.28,106.59412,1.6,1.2,0.1,-1.2,0.126,0.533
200.66,99.79024,19.4,6,3.5,-3.3,0.247,0.547
210.82,108.86208,3.7,3.3,0.9,-3.1,0.126,0.433
190.5,89.357624,9.9,2.9,3.8,-4,0.192,0.558
210.82,108.408488,1.7,1.7,0.5,6,0.086,0.515
203.2,103.418976,6.7,2.2,0.8,4.1,0.208,0.52
213.36,115.66596,1.9,2.4,0.3,-6.2,0.077,0.481
190.5,81.64656,2.9,1,1.5,1,0.164,0.413
203.2,97.52228,7.2,1.5,0.8,0.1,0.174,0.561
193.04,95.25432,10.8,7.5,10.1,-0.2,0.175,0.499
200.66,117.93392,7.9,5.3,0.6,5.2,0.166,0.576
198.12,102.0582,21.8,5.4,3.1,-4.1,0.258,0.554
213.36,108.86208,4.5,3,0.3,-0.5,0.159,0.491
187.96,81.64656,15.5,2.5,3.2,6,0.216,0.574
185.42,81.64656,8.8,1.9,4.6,-11.1,0.166,0.502
195.58,90.7184,5.6,2.2,1,-2.5,0.216,0.499
210.82,113.398,6.4,8.7,1.7,-0.7,0.115,0.568
205.74,106.59412,10.5,4.7,1.5,-11,0.195,0.491
193.04,86.18248,4.5,1.8,4.1,-7.5,0.113,0.461
208.28,111.13004,0.5,1.2,0,-18.1,0.081,0.798
200.66,88.45044,1.5,0.3,0.1,-22.7,0.174,0.457
210.82,117.93392,13.6,6.7,2.2,-1.3,0.248,0.489
182.88,81.64656,5.3,1.4,2.6,-4.1,0.172,0.53
215.9,129.27372,2,1.5,0,52.2,0.19,1.064
208.28,104.32616,3.2,1.6,0.3,-11.3,0.22,0.437
200.66,102.0582,5.8,3.9,1.1,-2,0.147,0.528
203.2,90.7184,5.1,2.1,1,-6.5,0.246,0.453
185.42,79.3786,8.1,1.6,2.4,3.2,0.244,0.468
203.2,99.79024,8,2.8,0.6,1.4,0.148,0.625
193.04,97.52228,19.4,3.9,5.1,-0.2,0.293,0.529
205.74,131.088088,4.5,3,0.4,7.8,0.176,0.545
198.12,99.79024,5.8,1.7,1.1,2.5,0.192,0.518
203.2,102.0582,13.1,5,2.9,8.5,0.18,0.576
193.04,95.25432,4,2.1,1.3,-14.5,0.133,0.489
187.96,83.91452,0.8,0.3,0.2,-3.4,0.153,0.403
205.74,97.52228,11.4,4.7,0.7,-13.5,0.214,0.555
208.28,99.79024,19.5,5.7,5,8.1,0.249,0.576
210.82,106.59412,2.7,2.5,0.4,-1.3,0.152,0.498
210.82,104.32616,3.5,0.8,0.2,-16.7,0.402,0.658
203.2,115.66596,5.6,2.8,0.3,-10.3,0.235,0.543
195.58,99.79024,5.8,3.1,0.9,7.2,0.166,0.528
200.66,99.79024,3.8,2.6,0.4,-11,0.141,0.507
182.88,79.3786,4.3,1.1,1.3,4.6,0.222,0.515
193.04,86.18248,4.1,0.7,0.5,0.8,0.218,0.569
198.12,99.79024,12.3,2.1,1.7,6.6,0.255,0.603
185.42,86.18248,4.1,1,2.1,1.6,0.157,0.481
210.82,115.66596,2.2,2.2,0.3,-9.2,0.14,0.528
210.82,120.20188,1.8,2.9,0.2,0,0.174,0.377
190.5,83.91452,11.9,3.6,8.4,0.4,0.21,0.458
195.58,90.7184,20.6,2.6,5,-7.1,0.246,0.528
203.2,92.98636,8.5,6.2,1.2,7.3,0.146,0.54
182.88,86.18248,10.9,3.5,5.6,6.4,0.186,0.564
203.2,98.429464,7.4,4.4,1.5,5.5,0.135,0.587
177.8,77.564232,5.3,2,2.8,-4.6,0.193,0.45
198.12,104.32616,7.6,3.2,1.1,-8,0.179,0.504
198.12,102.0582,9.2,3.2,2,-12.1,0.194,0.474
200.66,102.0582,13.2,4.2,1.2,-2.2,0.246,0.549
213.36,117.93392,14.3,9.8,2.6,-6.6,0.205,0.532
213.36,129.27372,13.1,10.2,1.7,10.8,0.171,0.659
210.82,104.32616,10.5,9.8,1,5.3,0.144,0.637
200.66,97.52228,3.8,2.2,2.2,-4.8,0.112,0.469
205.74,106.59412,21.4,10.2,1.5,2.1,0.256,0.525
187.96,88.45044,7.8,2.9,5.5,1.6,0.139,0.531
190.5,88.45044,5.6,2,3.8,-3.4,0.136,0.517
198.12,97.52228,12.5,4.1,2.2,4,0.175,0.58
205.74,111.13004,8,3.7,1,-5.1,0.224,0.455
200.66,97.52228,6.3,2.6,1.4,-6.3,0.155,0.488
193.04,92.98636,8.4,2.9,4.8,0.2,0.135,0.549
205.74,111.13004,8.8,8.5,1.1,6.8,0.155,0.511
195.58,97.52228,3.7,1.8,0.7,7.7,0.149,0.494
208.28,106.59412,3.9,2.4,0.7,2.1,0.163,0.573
198.12,102.0582,3.5,2.1,0.6,-11,0.183,0.452
190.5,97.52228,21.8,4.7,7.6,3.9,0.255,0.523
190.5,90.7184,18.6,3.1,3,-6.5,0.256,0.558
205.74,108.86208,4.8,8.4,1.5,-3.6,0.1,0.408
190.5,92.98636,12.8,3.3,4.3,-1.7,0.198,0.54
195.58,99.79024,1.3,0.2,0,-5.3,0.234,0.391
187.96,86.18248,5.8,1.6,1.6,-23.6,0.254,0.495
203.2,99.79024,2,0,0,-36.8,0.277,0.667
205.74,101.151016,11,4.7,4,8.8,0.161,0.603
185.42,83.91452,7.7,2.5,1.9,7,0.205,0.51
213.36,113.398,10.2,3.7,1.1,3.7,0.226,0.495
187.96,90.7184,17,4,6.9,-1.8,0.227,0.537
198.12,98.883056,10.7,2.3,2.5,2.5,0.219,0.523
200.66,106.59412,21.7,4.5,5.8,-0.9,0.257,0.535
182.88,73.028312,5.2,1.1,1.7,-0.5,0.224,0.535
213.36,122.46984,4.3,2.8,0.7,-1,0.221,0.529
205.74,106.59412,2.3,2,0.3,-15.9,0.118,0.54
190.5,88.45044,4.2,1,2,-7.2,0.164,0.455
208.28,122.46984,1.9,2.5,0.2,0.4,0.123,0.464
195.58,104.32616,1.9,1.7,0.8,0.4,0.146,0.406
205.74,113.398,13.6,5.4,1.6,3,0.211,0.547
208.28,111.13004,10.1,9.7,1.5,-2.4,0.162,0.539
208.28,120.20188,21,11.1,1.4,-11.2,0.276,0.535
203.2,99.79024,12.7,4.5,1.2,-9.2,0.242,0.504
198.12,92.98636,3.7,1.3,0,-0.2,0.25,0.446
205.74,104.32616,4.2,2.2,0.3,-12.3,0.181,0.554
182.88,81.64656,26.4,3,7.1,5.8,0.266,0.567
208.28,118.387512,6,3.7,0.3,-0.4,0.182,0.58
208.28,112.944408,25.2,9.1,1.5,8.3,0.282,0.656
205.74,95.25432,3.6,3.8,0.5,14.1,0.136,0.584
208.28,108.86208,6.7,8.3,1.1,2.8,0.136,0.485
210.82,112.490816,7.5,5.2,1.1,-5.8,0.199,0.512
177.8,78.471416,1.5,0.3,1.8,-32.1,0.122,0.51
205.74,111.13004,3,2.8,0.2,-12.2,0.172,0.502
198.12,93.893544,19.9,5.4,4.8,-0.5,0.24,0.543
193.04,90.7184,4,1.5,1.5,-0.4,0.163,0.504
200.66,97.52228,3.9,2,0.6,-7.2,0.164,0.548
195.58,95.25432,9.1,4.5,1.3,1.6,0.228,0.495
203.2,106.59412,8.8,4.6,3.9,4.3,0.167,0.516
215.9,111.13004,1.8,1.8,0,9.2,0.089,0.717
208.28,103.418976,1.2,1.8,0,3.8,0.125,0.342
208.28,104.32616,22.3,8.7,2.6,7.8,0.282,0.588
185.42,83.91452,5.8,1.8,4,-2.7,0.134,0.508
213.36,120.20188,15.7,12.7,1.9,-5.1,0.218,0.538
213.36,120.20188,3.6,3.3,0.6,-1.2,0.195,0.384
182.88,79.3786,21.1,4,11.6,7.9,0.254,0.576
187.96,79.3786,7.8,2,3,-7.1,0.172,0.559
205.74,122.46984,1.9,2.6,0.3,-3.1,0.098,0.496
208.28,111.13004,3.9,3.6,2,-8.8,0.159,0.482
208.28,106.59412,13.4,7,1.2,-5.9,0.211,0.554
198.12,107.954896,3,5.4,1.2,8.6,0.086,0.512
180.34,83.91452,4.7,1.3,2,-1.6,0.165,0.449
195.58,97.52228,1.8,0.8,0.5,16.1,0.218,0.493
205.74,83.91452,5.8,3.7,1.4,-9.3,0.156,0.429
198.12,102.0582,22.1,5.6,2.7,-5,0.273,0.595
210.82,111.13004,0,0.7,0.3,-6.2,0.034,0
203.2,113.398,9.4,4.6,0.8,-8.7,0.206,0.59
193.04,97.52228,12.8,3.6,2.6,-7.8,0.185,0.514
213.36,115.66596,2,1.7,0.2,1.8,0.136,0.465
195.58,91.171992,2.2,0.8,0.9,-3.2,0.189,0.364
195.58,92.98636,8.8,3,1.3,-11.7,0.197,0.48
198.12,95.25432,3.2,1.4,0.5,0.2,0.19,0.537
190.5,91.625584,17,2.7,6.8,10.3,0.231,0.619
210.82,105.233344,11.7,6.1,1,-10,0.238,0.502
190.5,90.7184,7.6,2.5,3.1,-8,0.167,0.49
210.82,112.490816,6.8,4.5,0.7,0.5,0.196,0.529
205.74,100.243832,9.8,3.5,1.2,-8.5,0.214,0.531
213.36,118.387512,13.4,9.5,3.7,0.8,0.183,0.558
205.74,92.98636,4,2.6,0.2,-2.7,0.161,0.583
203.2,108.86208,8.3,4.4,0.7,-0.7,0.199,0.564
198.12,103.872568,19.1,4.7,5.8,0.4,0.249,0.531
213.36,119.294696,10.6,7.2,0.9,1.2,0.174,0.582
200.66,95.25432,7.1,1.8,1.7,5.5,0.155,0.655
177.8,77.11064,4.6,1.9,4.4,-9.9,0.123,0.453
203.2,111.13004,3.4,2.6,0.6,0,0.155,0.461
205.74,113.398,4.7,2.1,0.5,0.6,0.207,0.489
205.74,106.59412,1.8,1.6,0.8,6.4,0.117,0.428
190.5,88.45044,6.5,1.1,1.9,0.2,0.141,0.582
205.74,115.66596,3.3,3.6,0.2,-1,0.14,0.485
187.96,81.64656,3.7,1,1.1,1.9,0.153,0.519
198.12,99.79024,5,1.3,0.9,7.1,0.181,0.574
210.82,113.398,0.8,1.2,0.3,-3,0.077,0.382
205.74,112.490816,8.1,4.9,0.5,6.5,0.187,0.641
187.96,91.625584,6.9,1.8,3.5,5.1,0.171,0.547
205.74,120.655472,21.1,10.4,2.9,7.2,0.266,0.581
198.12,104.32616,9,4.4,1.8,0.8,0.188,0.527
203.2,104.32616,25.7,7.4,3.4,3.5,0.301,0.568
200.66,103.418976,20.3,6.7,4.9,3,0.239,0.558
198.12,97.52228,2,1.2,0.4,0.4,0.111,0.437
205.74,106.59412,0.6,1.3,0,-20.2,0.121,0.217
200.66,90.7184,6,2.9,1.1,4.9,0.1,0.527
210.82,105.233344,6.6,5.6,1.1,-0.4,0.155,0.539
208.28,102.0582,10.1,5.2,0.9,-1.3,0.212,0.524
203.2,113.398,30,7.9,7.2,2.4,0.333,0.568
210.82,119.294696,14.5,7.7,2,7.4,0.199,0.556
195.58,99.79024,8.9,2.9,1.1,5,0.165,0.571
195.58,91.625584,2,0.5,0.3,-10.3,0.216,0.363
200.66,104.32616,8.2,3.2,1.1,0.6,0.215,0.551
198.12,96.161504,9,2.8,0.9,-2.7,0.159,0.554
208.28,108.86208,4.8,2.8,0.5,6.1,0.196,0.525
200.66,102.511792,6.7,4.4,1.9,1.6,0.166,0.51
205.74,104.32616,14.8,5.7,1.7,-2.4,0.203,0.54
200.66,103.872568,10.7,3.9,1.2,-3.3,0.179,0.548
198.12,90.7184,8.2,2.9,1.9,0.7,0.205,0.487
200.66,101.604608,8.3,3,4.1,-9,0.15,0.518
205.74,113.398,0.5,1.9,0.2,-1.7,0.096,0.185
213.36,113.398,8.4,3.8,0.6,-11.5,0.201,0.505
195.58,95.25432,0.9,0.8,0.2,2.1,0.115,0.488
198.12,99.79024,3.2,1.6,1.9,-11.5,0.174,0.378
200.66,93.893544,0.9,1.1,0.3,-1.1,0.232,0.25
190.5,92.98636,5.9,1.9,2.6,-11.2,0.212,0.499
203.2,102.0582,2.2,0.6,0.2,0.4,0.178,0.564
210.82,106.59412,9.1,13.1,3.3,4.9,0.129,0.498
187.96,96.161504,6.6,1.3,1.7,-6.4,0.201,0.579
195.58,87.089664,2.9,0.4,0.5,-10.1,0.184,0.49
213.36,108.86208,3,2.7,0.3,-0.3,0.223,0.491
198.12,92.98636,19.5,4.8,4.5,8.7,0.281,0.612
200.66,115.66596,3.5,2.1,0.6,-5.5,0.226,0.422
208.28,115.66596,4.6,2.7,0.6,-1.4,0.166,0.5
208.28,118.387512,3.9,2.8,0.4,9.9,0.193,0.491
208.28,104.32616,2.7,1.7,0.2,-4,0.147,0.697
200.66,112.490816,20.5,5.8,3.5,1.2,0.254,0.535
200.66,102.0582,10.1,3.1,1.4,5.7,0.188,0.519
213.36,106.140528,3.6,1.9,0.2,-13.4,0.227,0.451
198.12,90.7184,7.5,1.5,0.8,-9.1,0.248,0.527
210.82,106.59412,4.1,3.4,0.4,2.3,0.182,0.584
208.28,115.66596,9.8,9.4,1.4,-8.6,0.161,0.537
210.82,113.398,5.3,5.4,0.9,0.5,0.178,0.459
213.36,108.86208,6.6,4.4,0.6,-4.9,0.214,0.451
208.28,113.398,7.8,6,0.9,-6.5,0.194,0.533
175.26,81.64656,12.7,3.1,2.9,-5.8,0.23,0.526
210.82,104.32616,2.3,1.2,0.1,-10.7,0.218,0.476
200.66,99.79024,8,2.7,0.9,6,0.153,0.549
198.12,102.0582,1.4,0.2,0.3,-18.3,0.22,0.368
190.5,80.285784,20.2,5,3.9,3.6,0.218,0.58
185.42,83.91452,17.2,3.5,6.3,-7.1,0.225,0.566
213.36,102.0582,8.5,6,1,-2.2,0.128,0.613
177.8,81.64656,2.7,1.3,0.9,-3.7,0.115,0.543
203.2,98.883056,16.4,6.7,3.4,-5.5,0.199,0.625
187.96,85.275296,5,1.3,1.1,-2.4,0.222,0.437
198.12,108.86208,3.6,3.2,0.2,3.5,0.198,0.519
205.74,104.32616,19.1,5.2,3.5,1,0.218,0.605
185.42,81.64656,9.4,2.6,4.2,-10.4,0.189,0.502
185.42,86.18248,13.9,3.3,6,-1.9,0.215,0.515
198.12,97.52228,7.2,3.7,0.7,1.4,0.154,0.549
200.66,97.52228,4.3,1.5,0.8,-5.7,0.178,0.509
203.2,112.490816,2,4,0.5,-3.7,0.077,0.507
198.12,97.52228,22.7,4.3,3.4,-7.5,0.27,0.559
210.82,118.841104,2.4,2,0.3,-9.2,0.129,0.446
193.04,94.347136,0.9,0.9,0.4,-15.9,0.138,0.273
190.5,83.91452,7.6,1.8,1.9,4.6,0.195,0.543
203.2,106.59412,7.2,3.9,2.9,6.2,0.159,0.509
210.82,99.79024,18.8,9.2,3.4,17,0.257,0.588
205.74,97.52228,20.3,4.4,2.4,-11.7,0.278,0.519
205.74,108.86208,12.4,6.5,1.3,3.1,0.176,0.553
200.66,111.13004,1.4,2.7,0.6,-17.8,0.097,0.398
208.28,119.748288,6.9,6.1,1.1,14.6,0.136,0.632
195.58,99.79024,8.5,4,0.9,0.7,0.172,0.534
193.04,97.52228,1,1,0,35.9,0.18,0.25
195.58,97.52228,8.7,3.2,1.3,7.4,0.144,0.559
200.66,97.52228,7.6,4,1.6,-12.5,0.172,0.424
198.12,97.52228,8.3,2.4,1.3,-2.5,0.188,0.5
203.2,97.52228,0.4,0.2,0.2,0.8,0.125,0.333
208.28,117.93392,1.5,2.1,0,-5,0.16,0.42
203.2,102.0582,3.9,2.1,0.7,3.6,0.166,0.581
190.5,74.84268,5,1.4,1.8,7.2,0.221,0.488
190.5,77.11064,10.9,2.6,2.2,-7.9,0.201,0.54
205.74,106.59412,17.2,8.2,3.4,-0.9,0.248,0.52
205.74,108.86208,5.5,5.2,0.7,-13.4,0.159,0.5
208.28,108.86208,1.5,1.3,0.3,23,0.18,0.6
195.58,95.25432,19.9,7,2.2,8.1,0.257,0.534
203.2,95.25432,11.8,4.9,1.5,-2.7,0.156,0.647
208.28,107.501304,8.2,7.3,0.8,-4.4,0.151,0.543
190.5,95.25432,11.2,2.9,8.3,3.7,0.169,0.607
205.74,111.13004,3.1,2.1,0.4,-8.4,0.168,0.44
187.96,81.64656,9.1,2.2,2.7,8.6,0.204,0.563
198.12,93.893544,12.5,4.3,2.6,-5.8,0.194,0.556
200.66,83.91452,23.7,4.5,2.1,-1.4,0.259,0.618
205.74,99.79024,17,6.3,2.5,-4.3,0.234,0.528
187.96,88.45044,1.8,0.5,1,8.5,0.118,0.463
190.5,86.18248,11.5,3.3,6,-2.6,0.189,0.501
187.96,79.3786,6.4,1.5,4,-6.3,0.174,0.482
200.66,97.52228,5.6,2.4,1.2,-2.5,0.213,0.438
205.74,111.13004,10.3,6.4,1.3,4.1,0.197,0.548
187.96,79.3786,11.5,2.1,3.2,-1.1,0.242,0.523
205.74,102.0582,1.1,0.8,0,-5,0.143,0.472
210.82,115.66596,0.8,2.1,0.2,-3.1,0.083,0.317
218.44,117.93392,0.9,0.1,0.3,31.3,0.153,0.6
203.2,92.98636,2.6,1.8,0.5,-12.2,0.183,0.528
187.96,88.45044,2.4,0.5,1.4,4,0.182,0.427
203.2,111.13004,11.1,4.2,1.2,6,0.188,0.585
203.2,108.86208,7.9,4.1,0.3,7.6,0.224,0.629
190.5,91.625584,15.6,2.8,2.6,3.7,0.228,0.575
195.58,83.91452,12.2,3.4,2.7,-3.8,0.22,0.468
210.82,113.398,1,0.3,0,-81,0.236,0.307
208.28,104.32616,14.2,10.6,3.5,8.1,0.165,0.582
210.82,111.13004,17.8,7.6,1.6,-0.1,0.254,0.523
215.9,130.634496,1.6,2.8,0.2,-2.9,0.15,0.394
182.88,79.3786,9.6,3,3.6,-5.2,0.184,0.531
198.12,95.707912,9.9,2.3,1.3,6.6,0.186,0.585
210.82,122.46984,4.8,4.9,1.2,-4.9,0.148,0.497
205.74,106.59412,6.3,7.2,1,-1.9,0.138,0.514
205.74,106.59412,5.7,3.7,0.4,-1.6,0.219,0.512
218.44,108.86208,1.4,1.9,0.1,2.7,0.148,0.396
198.12,92.98636,28.3,6.3,5.4,8.5,0.312,0.576
198.12,102.0582,7.3,3.5,1.8,-2.4,0.168,0.573
190.5,88.45044,8.1,1.4,1.8,6.4,0.201,0.572
205.74,106.59412,2.1,1.9,0.2,6,0.165,0.469
210.82,108.408488,2.2,3.8,0.6,-2.1,0.125,0.406
205.74,107.954896,2.1,1.4,0.4,1.7,0.162,0.401
195.58,102.0582,5.3,1,0.3,-7.2,0.257,0.44
208.28,106.59412,4.3,3.4,0.5,-0.3,0.134,0.534
203.2,99.79024,8.2,4.2,0.8,6,0.174,0.57
200.66,97.52228,6.7,3.7,1.9,-2.3,0.175,0.497
205.74,97.52228,13.2,4.9,3.3,9.4,0.201,0.516
182.88,80.285784,1.6,0.6,0.6,5.4,0.23,0.446
198.12,81.192968,3.6,1.1,0.2,2.3,0.197,0.492
182.88,74.84268,12.1,2,6.1,0.8,0.263,0.533
208.28,99.79024,6.1,3.6,0.5,-4.8,0.197,0.548
213.36,108.86208,2.1,1.5,0,-7.6,0.155,0.53
208.28,99.79024,3.9,1,0.2,-5,0.193,0.651
190.5,80.739376,16.9,3.5,11.1,10.3,0.218,0.641
190.5,95.25432,5.5,2.3,3,-1.5,0.183,0.41
190.5,78.017824,8.5,2.4,5.1,1.3,0.153,0.518
187.96,92.98636,13.9,2.5,4.7,-11.4,0.201,0.527
203.2,98.883056,20.1,4.4,4.1,3.8,0.232,0.536
198.12,97.52228,4,1,0.4,1.5,0.241,0.669
203.2,97.52228,5.2,3.3,0.2,-6.4,0.166,0.488
213.36,111.13004,4.7,3.2,0.6,-4.4,0.191,0.486
208.28,104.32616,1,1.2,0,-17.7,0.139,0.451
193.04,86.18248,5.9,1.8,3,-8.7,0.187,0.42
205.74,113.398,4,3.2,0.3,-2.3,0.168,0.494
205.74,102.0582,6.7,2.7,0.9,-1.1,0.212,0.522
200.66,104.32616,15.4,10.2,2.2,5.4,0.182,0.57
208.28,108.86208,0.9,1.2,0.3,25.3,0.238,0.286
210.82,117.93392,19.3,11.3,2.8,7.8,0.283,0.546
205.74,111.13004,1.7,1.7,0.7,-1.9,0.157,0.317
208.28,108.86208,12.4,5.1,2.7,-6.5,0.207,0.505
187.96,81.64656,18.8,3.2,6,7.6,0.283,0.542
220.98,117.93392,14.1,9.3,1.4,0.7,0.229,0.522
210.82,127.00576,5.2,4,0.6,-1.7,0.186,0.515
205.74,117.93392,17.6,10.3,2,-8.3,0.273,0.513
213.36,107.954896,8.6,5.2,0.8,-7.7,0.188,0.485
228.6,140.61352,22,10.8,2.3,4.1,0.272,0.587
200.66,102.0582,2.8,1.1,0.7,2.9,0.13,0.518
203.2,99.79024,7.3,3.6,0.9,-6.7,0.185,0.48
190.5,91.171992,12.4,2.5,2,-1.2,0.238,0.492
205.74,102.0582,3.4,1.6,0.4,-0.6,0.2,0.494
200.66,111.13004,11.5,2.9,1.4,-1.1,0.222,0.539
195.58,95.25432,1.6,0.7,0.2,-2.5,0.23,0.347
208.28,106.59412,8.4,3.3,1.9,11,0.16,0.583
198.12,99.79024,21.3,6,5.1,-2,0.254,0.55
205.74,98.883056,3.6,2.2,0.9,6,0.18,0.431
203.2,106.59412,12,9,1.4,-8.3,0.163,0.517
215.9,106.59412,11.8,11.7,1,7.8,0.145,0.632
203.2,97.52228,6.8,4.6,1.2,-1.3,0.198,0.486
182.88,79.3786,5.8,1.1,1.5,0.1,0.19,0.543
210.82,111.13004,12.2,7.2,2.2,-1.1,0.186,0.573
185.42,80.739376,3.1,0.8,1,-7.3,0.182,0.416
203.2,95.25432,5.5,3.1,1.3,3.1,0.154,0.568
195.58,105.686936,2,1.3,0.7,-7.4,0.1,0.441
205.74,97.52228,13.3,4.6,1.3,-3.1,0.26,0.499
185.42,79.3786,6.9,1.7,3.8,-1.8,0.165,0.494
203.2,101.151016,21.6,5.1,5.9,5.7,0.303,0.487
193.04,96.615096,6.6,2.2,1.5,9.4,0.196,0.527
215.9,147.4174,13.6,9.1,1.5,1.2,0.234,0.589
193.04,95.707912,5.4,1,0.8,-19.6,0.309,0.411
203.2,99.79024,9.3,5.1,1.9,6.2,0.116,0.561
203.2,111.13004,5.2,7.5,0.8,-2.3,0.136,0.463
185.42,89.811216,14.4,3,7.4,-3.8,0.207,0.5
195.58,92.98636,17.4,3.7,3.1,12.6,0.216,0.584
200.66,92.98636,4.9,2,0.7,4.6,0.151,0.46
213.36,115.66596,7.8,4.8,1.2,2.9,0.174,0.565
210.82,104.32616,12.7,6.6,1.8,9.8,0.21,0.523
208.28,104.32616,18.2,5.4,2.4,7.2,0.207,0.591
193.04,95.25432,14.9,2.7,2.2,-4.3,0.265,0.55
193.04,96.615096,13.1,3.3,4.2,-6.9,0.206,0.52
210.82,117.93392,3.1,2.1,0.1,-31.6,0.197,0.396
190.5,86.18248,8.1,3.4,7.5,-6.5,0.166,0.507
185.42,77.564232,10.6,4.2,5.1,14.1,0.189,0.515
195.58,97.52228,11.9,3.7,2.2,7.8,0.145,0.561
187.96,79.3786,13.1,3.5,5.3,6.5,0.205,0.492
210.82,111.13004,1.7,1.7,0.2,-5.7,0.127,0.469
198.12,87.543256,4.1,2.3,1.2,-9.3,0.121,0.43
190.5,79.3786,4.8,1.1,0.7,-6.9,0.211,0.495
198.12,106.59412,8.1,4.8,1.8,-10.3,0.162,0.444
215.9,115.66596,2.2,1.6,0.2,-5.8,0.13,0.502
208.28,103.872568,16.4,4.3,1.2,8.7,0.195,0.581
200.66,106.59412,19.6,5.1,4.5,14,0.247,0.599
203.2,117.026736,8.1,5.6,1,5.6,0.18,0.548
210.82,122.46984,2.5,2.1,0.5,-18.1,0.181,0.389
213.36,113.398,18.9,8.4,3.2,4.9,0.226,0.594
213.36,113.398,1.5,1.2,0.2,-15.8,0.157,0.561
203.2,94.347136,3.4,3.3,0.6,-4.6,0.126,0.492
200.66,87.543256,17.3,3.3,4.2,7.8,0.247,0.552
200.66,102.0582,22.6,4.2,3.1,-4.9,0.26,0.571
195.58,91.625584,4.7,1.4,0.8,-1.8,0.169,0.428
190.5,76.203456,2.5,0.8,1.7,-9.4,0.201,0.423
182.88,79.3786,9.3,2.3,5.9,-11.8,0.168,0.462
208.28,106.59412,5.6,4.4,0.4,-7,0.153,0.563
208.28,113.398,3.1,1.9,0.2,-20.1,0.219,0.574
210.82,126.098576,1.8,1.7,0.1,4.9,0.104,0.597
200.66,92.98636,8.8,2.1,1,5.4,0.202,0.605
200.66,108.408488,7.4,2.5,1.6,-1.8,0.187,0.434
210.82,113.398,10.5,10.4,0.5,-0.7,0.155,0.556
190.5,83.91452,11.2,2.5,3.9,-3.7,0.25,0.517
185.42,79.3786,5.7,0.7,0.8,-5.8,0.244,0.495
213.36,104.32616,2.5,1.8,0.2,-2.2,0.13,0.565
200.66,113.398,12.6,5.8,1.8,-7.1,0.195,0.539
213.36,112.037224,6,5.1,0.4,-11.3,0.179,0.453
205.74,98.883056,2.2,1.9,0.5,3.1,0.092,0.505
195.58,101.151016,5.1,3.2,0.9,-3.3,0.18,0.486
193.04,97.52228,5.6,1.6,2.1,-8.6,0.16,0.487
208.28,113.398,6.6,3.9,1.6,5.1,0.168,0.539
187.96,86.18248,3.7,0.8,1.3,13.8,0.194,0.516
200.66,101.151016,12,2.9,1.8,6.1,0.174,0.612
200.66,94.800728,0.8,1.6,0.2,13.6,0.097,0.515
195.58,96.161504,9.1,1.6,1.7,-1.7,0.19,0.573
195.58,92.98636,7.6,2.3,2.8,3.6,0.228,0.484
200.66,92.532768,5.8,2.1,0.5,0.7,0.196,0.478
215.9,111.13004,1.8,2.3,0.1,-16.9,0.123,0.391
208.28,108.86208,2.5,2.4,1,0.2,0.125,0.426
200.66,92.98636,13.8,4.3,3.4,-10.4,0.2,0.534
203.2,100.697424,20.1,6.2,2,-8.3,0.25,0.546
200.66,102.0582,3.6,1.8,0.4,1.6,0.223,0.52
205.74,114.758776,1.1,1.6,0.3,-6.5,0.118,0.406
205.74,111.13004,3.5,3.9,0.1,-13.9,0.099,0.521
215.9,115.66596,4.8,8.4,0.4,-2.6,0.105,0.611
187.96,88.45044,2.6,0.4,1.3,-9.8,0.177,0.433
187.96,102.0582,7.3,2.4,3.6,-8.6,0.129,0.536
200.66,88.45044,12.7,3.4,2.3,-11,0.193,0.554
213.36,106.59412,3.4,3.9,0.5,-3.7,0.107,0.537
190.5,90.7184,12.2,2.1,2,6.1,0.242,0.543
208.28,111.13004,2.6,2.6,1.1,-1.1,0.113,0.595
208.28,117.93392,3.1,2.5,0.2,-21.2,0.144,0.525
210.82,120.20188,5.7,7.1,1,2.9,0.105,0.664
190.5,100.697424,16.1,2.6,2.8,-9,0.208,0.593
208.28,115.66596,13.2,10.1,0.6,-0.2,0.19,0.581
205.74,115.212368,13.8,8.8,1.3,-1.3,0.233,0.484
