player_height,player_weight,pts,reb,ast,net_rating,usg_pct,ts_pct
210.82,104.32616,0,1,0,44.1,0.05,0
195.58,97.52228,4.2,2.2,0.6,-19.7,0.135,0.453
195.58,97.52228,2.3,0,0,-22.1,0.305,0.438
205.74,104.32616,3,3.5,0.9,-1.5,0.113,0.483
185.42,83.460928,12.1,3.5,4.4,-15.1,0.253,0.464
203.2,103.418976,10.2,7.7,0.8,0.4,0.182,0.618
205.74,108.86208,5.2,4.3,0.4,1.4,0.137,0.445
205.74,106.59412,28,8,3.5,7.7,0.308,0.61
210.82,114.758776,15.8,8.2,2.9,7.7,0.251,0.55
208.28,117.93392,26,13.3,2,0.3,0.285,0.568
200.66,83.91452,17.1,2.7,2.8,0.4,0.245,0.554
205.74,124.7378,7.9,4.9,0.6,-2.1,0.184,0.549
190.5,88.45044,4,0.8,1.1,-9.5,0.158,0.515
193.04,86.18248,6.6,2.1,2.8,1.5,0.141,0.511
200.66,92.98636,12.5,2.4,2,-4,0.249,0.545
198.12,92.98636,27.9,5.4,4.6,3.1,0.354,0.527
213.36,120.20188,5.5,5.4,0.3,5.4,0.14,0.608
208.28,122.46984,5.1,6.6,1.2,4.1,0.109,0.528
190.5,89.357624,3.7,1.2,3.3,-2.4,0.174,0.461
210.82,120.20188,1.2,3.3,0.2,6.5,0.103,0.36
213.36,114.305184,11.3,7.8,0.5,-9.5,0.206,0.552
205.74,111.13004,5.2,5.8,0.4,-17.5,0.13,0.48
190.5,92.079176,5.9,1.7,3.8,10.1,0.18,0.488
205.74,108.86208,1.4,4.3,0.7,-5.4,0.069,0.398
190.5,92.98636,4.5,3.7,3.4,0.9,0.162,0.377
190.5,90.7184,12.5,2.3,2.4,-8.3,0.233,0.549
190.5,96.161504,6.1,1.9,4.7,4,0.207,0.457
187.96,81.64656,7.6,1.8,1.4,5.6,0.183,0.555
210.82,90.7184,4.7,2.2,0.8,-13.1,0.216,0.394
195.58,97.52228,15.2,3.2,2.4,1.4,0.192,0.584
190.5,88.45044,5.2,1.4,1.2,-5.8,0.184,0.515
203.2,108.86208,4.1,3,0.4,-1.7,0.123,0.504
210.82,102.0582,7.4,3.6,0.6,-3.2,0.239,0.532
187.96,86.18248,2.5,0.5,0.3,-20.1,0.281,0.357
198.12,95.25432,7.2,2.7,2.4,-10,0.14,0.523
185.42,86.18248,2,1.4,1.4,-8.9,0.165,0.409
205.74,106.59412,17.2,6.3,2,-7.8,0.258,0.481
213.36,109.769264,1.7,3.7,0.3,-6.6,0.053,0.581
190.5,90.7184,4.4,0.8,0.5,-4.2,0.228,0.488
213.36,129.27372,18.7,11.8,1.4,2.3,0.237,0.594
213.36,117.93392,11.3,8.3,2.6,3.4,0.216,0.465
200.66,102.0582,1.5,1.3,0.1,-14.4,0.25,0.342
213.36,116.119552,19.5,5.5,2,-1,0.293,0.538
187.96,90.7184,9.7,3.3,6.7,4.8,0.202,0.51
198.12,93.893544,12.4,6.1,5.5,6.3,0.178,0.537
195.58,104.32616,2.2,1,0.2,-1.9,0.146,0.618
210.82,117.93392,8.5,5.8,1.1,-13,0.217,0.415
195.58,95.25432,12,2,1,-5.9,0.214,0.531
210.82,117.93392,10.8,11.5,1.7,-1.7,0.166,0.542
208.28,113.851592,20.7,10.9,3.2,6.9,0.266,0.557
203.2,106.59412,6.4,4.9,3.6,-5.9,0.154,0.498
210.82,105.233344,7,3.7,0.5,-13.8,0.246,0.484
190.5,99.79024,5.8,1.3,3.3,-11.6,0.187,0.482
210.82,111.13004,10.5,5.9,1.4,4.3,0.195,0.519
205.74,102.965384,9.5,4.8,2.1,2.7,0.166,0.513
200.66,99.79024,9.3,3.4,0.6,3.1,0.183,0.555
200.66,103.418976,12,3.7,1.2,7,0.204,0.501
203.2,104.32616,22.6,6.3,3.6,2.4,0.316,0.525
198.12,104.32616,9,3.9,2.3,-6.3,0.157,0.515
205.74,120.655472,15,8.5,1.9,5.8,0.237,0.549
177.8,81.64656,1.8,0.6,1.5,2.3,0.182,0.372
205.74,112.490816,12.5,5.2,0.9,-3.8,0.241,0.577
198.12,100.697424,9.1,2.1,1.2,0.2,0.223,0.484
198.12,106.59412,2.9,2,0.4,-0.5,0.113,0.43
187.96,79.3786,9.7,2.1,4.1,1.9,0.228,0.491
213.36,120.20188,19.2,3.6,1.2,-12.1,0.317,0.527
205.74,115.66596,0,0,0,-88.4,0.1,0
205.74,106.59412,1.1,0.8,0.5,9.1,0.155,0.49
205.74,113.398,2.5,2,0.3,-3.1,0.186,0.396
203.2,108.86208,1,0.8,0.4,-7.7,0.11,0.373
213.36,119.294696,5.2,6,0.4,2.6,0.128,0.52
198.12,102.0582,9.8,3.9,1.4,-1.7,0.156,0.628
190.5,85.728888,12.8,3.2,3.8,-7.2,0.217,0.511
185.42,76.657048,19.1,3.4,5.5,-2.3,0.258,0.514
203.2,113.398,12.5,6.2,0.9,4.9,0.197,0.524
208.28,95.25432,6.9,3.6,0.3,2.8,0.172,0.632
213.36,118.387512,2.3,1.3,1.6,-6.3,0.137,0.542
213.36,124.7378,9.3,5,0.9,-12.9,0.225,0.473
205.74,95.25432,7.1,6.4,1.2,0.7,0.143,0.6
210.82,117.93392,17.5,7.8,1.1,-2.7,0.251,0.541
198.12,99.336648,10.6,5.1,1.8,-6.1,0.187,0.516
210.82,106.59412,4.9,9,1.8,2.9,0.126,0.455
195.58,88.45044,11.8,2.6,1.5,-6.4,0.195,0.525
210.82,108.86208,15.4,10,0.9,1.9,0.207,0.578
215.9,120.20188,14.6,8.9,3.1,5.3,0.192,0.541
195.58,90.7184,12.6,3.6,2.3,-11,0.228,0.502
198.12,92.98636,12.9,3.4,4.4,16.1,0.225,0.668
195.58,83.91452,6.7,2.7,1.2,-7.4,0.205,0.492
208.28,113.398,5.9,4.9,1.4,-1.8,0.145,0.552
205.74,99.336648,6.4,2.6,0.9,-12.4,0.237,0.503
213.36,106.59412,0,0,0,114.3,0.111,0
218.44,120.20188,2,2,0.2,6.4,0.171,0.589
220.98,119.294696,1.8,2.1,0,-32.2,0.128,0.587
205.74,106.59412,2.4,0.9,0.2,-10.1,0.223,0.348
213.36,106.59412,1.6,2.2,0,5.7,0.152,0.449
198.12,106.59412,5.9,2.5,1.2,-1,0.157,0.526
210.82,104.32616,5.8,4.7,0.2,1.9,0.144,0.585
205.74,113.398,1,0.5,0,31.3,0.126,0.347
195.58,99.79024,9.5,3.2,2.8,3.5,0.182,0.484
175.26,83.91452,11.5,2.6,4.1,-2.7,0.196,0.574
182.88,79.3786,2.8,1.3,1.6,-7.7,0.191,0.422
203.2,115.66596,6.4,4,0.6,2.4,0.195,0.558
182.88,79.3786,11.3,2.8,5.7,-3.5,0.243,0.502
205.74,109.769264,8.4,6.2,0.8,-8,0.19,0.501
193.04,86.18248,11.6,2.3,2.5,0.6,0.192,0.575
198.12,99.79024,12.5,3.9,2.4,5.7,0.225,0.508
208.28,100.243832,3.2,1.6,0.2,-4.5,0.224,0.456
208.28,99.79024,10.9,3.8,4.4,3.8,0.194,0.528
193.04,92.98636,18.7,3.7,1.9,-5.8,0.228,0.544
187.96,86.18248,9.8,2.7,3.5,10.5,0.173,0.578
208.28,111.13004,7.4,4.4,1,-2.2,0.204,0.484
198.12,91.625584,7.2,2.2,0.9,-2.3,0.218,0.506
198.12,99.79024,9.6,2,1.5,-1.5,0.191,0.519
205.74,97.52228,6,4.7,1,-0.2,0.163,0.481
208.28,131.088088,19.2,9.6,2.2,3.2,0.261,0.52
205.74,102.0582,0.3,1,0.3,-17.9,0.114,0.129
205.74,113.398,14.2,6.1,1.4,4.8,0.245,0.535
213.36,122.46984,3.9,5.7,0.6,-7.9,0.137,0.526
187.96,83.91452,3.9,1.4,2,0.5,0.175,0.454
200.66,88.45044,4.8,2,0.6,-7.2,0.145,0.483
200.66,99.79024,6.6,2.1,1.1,-3.7,0.236,0.513
193.04,95.25432,9.9,2.1,2.1,5.6,0.219,0.542
187.96,81.64656,9.6,3,2.9,3,0.173,0.557
190.5,95.25432,15,2.5,4,5.8,0.231,0.554
203.2,90.7184,12.9,3.5,1.1,-1.1,0.232,0.574
200.66,99.79024,13.8,6.7,2.8,2.7,0.185,0.547
193.04,97.52228,4.2,1.1,1.1,5.6,0.171,0.526
205.74,131.088088,9.3,5.4,0.8,-1.5,0.228,0.466
190.5,86.18248,11.7,2.5,5.3,2.3,0.22,0.567
203.2,95.25432,11.8,3.5,3.1,0.8,0.178,0.568
203.2,102.0582,10.2,3.5,2.2,3.3,0.186,0.5
210.82,113.398,15.4,9.7,2.3,-6.7,0.234,0.563
208.28,113.398,1.8,2.5,0.1,-2.9,0.084,0.636
210.82,117.93392,2.9,3.2,0.5,-0.9,0.109,0.579
198.12,95.707912,8.9,2.6,5.4,-0.4,0.2,0.513
208.28,115.66596,8.8,6.2,0.8,-2.8,0.208,0.491
198.12,90.7184,3.2,1.7,1.2,0.4,0.182,0.395
195.58,97.52228,15.1,4.1,2.3,-14.1,0.228,0.511
208.28,113.398,12.4,7,2.2,6.8,0.178,0.585
203.2,100.243832,17.4,7.6,4.1,7.2,0.235,0.531
203.2,114.758776,14.6,7.1,2.6,0,0.228,0.55
182.88,73.028312,7.1,1.5,2.2,-10.7,0.181,0.555
210.82,124.7378,5.9,6.5,1.5,0.7,0.145,0.534
213.36,113.398,13.7,8.6,4.1,3.3,0.205,0.512
182.88,83.91452,5.1,0.9,1.1,2.2,0.199,0.59
205.74,106.59412,10.4,4.7,1.1,1,0.175,0.566
185.42,83.91452,5.6,2.7,2.9,7.4,0.154,0.551
190.5,83.91452,3.5,1.8,3,8,0.121,0.595
198.12,101.604608,6.4,4.4,1.4,-4.8,0.127,0.525
195.58,99.79024,4,2.2,0.9,1.6,0.168,0.523
205.74,102.0582,4,2.7,0.7,-6.4,0.179,0.486
213.36,115.66596,10.1,11.7,0.9,5.9,0.164,0.558
193.04,95.25432,15.3,3.5,4.4,-2,0.209,0.556
187.96,79.3786,5.6,1.6,2.1,3.1,0.173,0.483
187.96,83.91452,2.8,0.7,0.9,-4.2,0.245,0.435
213.36,108.86208,13.1,11.9,1.9,-8.1,0.194,0.534
210.82,131.54168,16.3,8.8,0.9,-1.9,0.223,0.572
205.74,117.93392,15.4,11.2,1.4,4.6,0.23,0.506
198.12,99.79024,3.9,1.8,0.3,-13.9,0.173,0.481
203.2,102.0582,13,5.1,1.3,9.3,0.228,0.556
190.5,91.171992,6.3,1.3,0.8,4.4,0.169,0.562
213.36,113.398,7.9,5.7,1.2,-8,0.159,0.486
198.12,99.79024,15.2,4.4,3.5,-5.7,0.224,0.558
208.28,102.0582,4.8,2.3,0.7,-12.1,0.213,0.418
190.5,83.91452,2.2,0.5,0.6,-12.1,0.262,0.43
215.9,108.86208,10.4,10.7,0.9,6.4,0.128,0.671
203.2,106.59412,3.9,5.4,0.5,11.9,0.107,0.535
210.82,112.037224,3.1,1.8,0.4,-6.2,0.153,0.618
203.2,90.7184,14.3,5.6,4.9,-2.5,0.182,0.566
205.74,101.604608,3.8,2.4,0.9,-9,0.139,0.462
208.28,106.59412,1.3,1.1,0.3,-11.7,0.167,0.372
193.04,90.7184,7.9,2.1,1.3,-0.3,0.168,0.546
200.66,97.52228,8,2.5,0.7,-11.8,0.21,0.485
195.58,99.79024,14.8,2.8,2.5,-2.2,0.191,0.574
195.58,77.11064,4,2,0.8,-13.4,0.203,0.437
182.88,83.91452,9.8,1.5,3.6,-6.6,0.267,0.532
187.96,88.45044,0.3,0.3,0,-100.2,0.213,0.051
198.12,99.79024,13.4,4.1,2.4,4.7,0.228,0.571
200.66,95.25432,10.6,2.2,1.4,-5.2,0.21,0.525
208.28,115.66596,5.1,4.1,1.5,12.3,0.114,0.624
210.82,113.398,12.6,6.7,2.9,3,0.235,0.538
208.28,106.59412,4.2,1.9,0.5,4,0.126,0.609
200.66,102.511792,10.3,4.6,1.5,6.8,0.18,0.566
205.74,111.13004,7.2,3.6,1.1,-3.3,0.154,0.515
200.66,104.32616,11.4,3.9,1.9,-1.3,0.169,0.601
208.28,115.66596,8.3,4.9,0.6,-4.4,0.257,0.498
187.96,86.18248,2.1,0.9,1.3,-2.7,0.187,0.412
198.12,90.7184,5.5,2.5,1.1,-3.8,0.169,0.432
198.12,96.161504,0,0,1,-21.5,0,0
208.28,111.13004,8.2,4.8,1.3,-10.1,0.198,0.473
193.04,92.98636,12.7,2.5,1.3,-9.3,0.232,0.552
205.74,106.59412,7.7,3.6,0.8,-4.2,0.188,0.516
210.82,108.86208,1.8,3.3,0.6,-0.3,0.147,0.342
195.58,88.45044,9.6,1.9,2,-1.6,0.189,0.513
210.82,108.86208,11.1,8.5,1.2,-6.2,0.174,0.543
215.9,120.20188,14.1,7.8,4,7.5,0.194,0.559
195.58,90.7184,5.4,1.4,1,-2.6,0.224,0.523
187.96,86.18248,8.6,2.2,3.5,14.6,0.16,0.576
203.2,85.275296,0.9,1.1,0.2,-17.8,0.217,0.337
203.2,95.25432,8.2,4.4,0.7,-11.9,0.159,0.504
215.9,111.13004,5.5,3.7,0.5,-8.1,0.141,0.596
208.28,113.398,2.6,3.1,0.4,-0.7,0.153,0.414
175.26,81.64656,13.1,2.2,4.4,0,0.25,0.54
195.58,90.7184,3.8,1.9,1.9,-1.2,0.171,0.53
190.5,83.91452,19.2,3.9,6,-0.4,0.261,0.493
185.42,88.45044,12.9,2.4,6.2,-2.6,0.225,0.519
205.74,115.66596,3.5,1.8,0.4,-2.5,0.196,0.495
210.82,115.66596,0.9,1.6,0.1,-8.4,0.188,0.286
200.66,117.93392,12.4,5,1.5,4.9,0.176,0.517
203.2,107.501304,4.6,2.8,0.3,-6.7,0.231,0.533
187.96,85.275296,6.1,1.6,3.1,3,0.184,0.481
205.74,104.32616,10.5,3.9,1.9,1,0.173,0.577
185.42,83.91452,14.6,2.8,6.1,9,0.209,0.549
198.12,97.52228,5.3,1.9,0.5,-2.5,0.152,0.472
200.66,97.52228,5,2.8,0.7,-4.8,0.118,0.605
200.66,105.233344,9,5.8,1.5,-8.2,0.179,0.506
208.28,106.59412,10.1,3.8,1.5,-11.5,0.276,0.462
203.2,95.25432,4.8,2.7,1.7,5.3,0.145,0.596
198.12,92.98636,11.8,3.4,4.6,7.8,0.244,0.56
205.74,113.398,7,4.6,0.4,-0.6,0.203,0.527
210.82,111.13004,4.6,3.5,0.5,-5.5,0.132,0.494
195.58,92.98636,11.5,2.8,3.6,-7.4,0.21,0.505
187.96,83.91452,4,1.3,1.9,3.5,0.185,0.47
195.58,92.98636,5.3,1.9,1.1,-1.7,0.143,0.57
200.66,102.0582,3,2.3,0.8,3.1,0.127,0.416
187.96,86.18248,2.7,1.1,1.9,-6.2,0.152,0.402
208.28,112.944408,1.9,2.3,0.5,3.2,0.1,0.485
218.44,127.00576,11.9,8.3,1.4,9.2,0.225,0.489
193.04,90.7184,3.2,1.1,0.6,-4.4,0.114,0.563
203.2,104.32616,18.2,6.1,2.7,3.1,0.269,0.494
190.5,84.821704,23.2,5.2,7.4,12.3,0.324,0.532
208.28,108.86208,16.2,6.4,1.2,-6.6,0.241,0.548
213.36,108.86208,3.4,2.3,0.2,5.2,0.138,0.674
198.12,102.0582,2.8,2.2,0.8,-4,0.133,0.464
205.74,117.93392,3.2,1.6,0.4,-9.5,0.172,0.411
210.82,113.398,6.7,5.9,0.4,-7.8,0.183,0.565
213.36,115.66596,11.3,5.6,0.8,-4.2,0.199,0.573
213.36,117.93392,1.3,1.1,0.2,-12.3,0.134,0.407
193.04,81.64656,10.7,4,7.3,-2.9,0.213,0.482
200.66,104.32616,3.1,1.5,0.6,1.7,0.146,0.552
210.82,106.59412,2.3,1.6,0.3,1.9,0.198,0.417
198.12,103.418976,5,10,1,-14.8,0.2,0.21
200.66,102.0582,4,2.7,0.4,12.1,0.146,0.632
205.74,95.25432,1.3,0.3,0.4,-3.7,0.199,0.349
198.12,102.0582,6.4,2.2,1,1.6,0.138,0.565
185.42,84.368112,13.7,5.6,11.1,-1.3,0.215,0.516
190.5,86.18248,14.4,2.8,3.8,-12.3,0.252,0.529
200.66,106.59412,2.6,1.4,0.8,-3.6,0.118,0.423
193.04,96.615096,10.8,1.5,2,-2.8,0.185,0.55
210.82,104.32616,7,4,0.3,3.7,0.268,0.484
195.58,92.98636,10.9,2.7,1.7,5.5,0.193,0.599
185.42,92.98636,13.9,2.9,5.5,5.9,0.219,0.505
203.2,111.13004,4.5,11.1,0.5,4.4,0.111,0.506
190.5,94.347136,5.3,2.4,1.7,7.4,0.19,0.531
201,86,3.7,1.3,1,-6.7,0.192,0.517
200.66,87.543256,9.8,1.7,2.4,-2.2,0.248,0.481
208.28,104.32616,5.2,2.2,0.5,0.6,0.182,0.53
185.42,92.98636,1.3,0.2,1,-21.5,0.3,0.581
182.88,77.11064,5.6,1.4,2.6,-1.8,0.188,0.488
208.28,106.59412,13.2,7.7,0.5,11.2,0.18,0.612
203.2,106.59412,14.8,7.5,1.6,-0.2,0.199,0.541
208.28,107.501304,4.8,4.5,0.7,-7,0.19,0.451
210.82,108.86208,10.3,6.4,1.6,10.3,0.183,0.609
210.82,115.66596,17.8,9.9,2.7,10.5,0.279,0.554
210.82,115.66596,1,0.3,0.3,-33.4,0.287,0.436
215.9,113.398,2.6,2.6,0.2,-7.2,0.146,0.549
203.2,102.511792,11,5.2,1.3,-7.8,0.218,0.527
200.66,97.52228,7.6,3.9,1.5,12.5,0.114,0.617
187.96,83.91452,7.5,1.9,2.1,3.1,0.197,0.531
187.96,83.91452,20.3,3,7.6,10.7,0.28,0.588
198.12,94.347136,2.6,0.8,1.2,-11.6,0.213,0.461
205.74,108.86208,1.6,1.2,0.2,2.7,0.188,0.499
205.74,93.893544,5.3,1.6,0.6,-6.6,0.217,0.5
203.2,95.25432,9.5,4.8,2,-0.4,0.178,0.538
203.2,108.86208,5.3,5,0.8,-9.3,0.145,0.509
205.74,102.965384,11.7,9.4,1.3,-5.7,0.183,0.516
193.04,96.615096,8.9,4.6,1.2,6.8,0.179,0.489
180.34,88.45044,16.7,2.7,6.9,4.4,0.22,0.549
198.12,99.79024,4.6,1.8,1.6,0.7,0.188,0.518
205.74,114.305184,5.5,3.4,0.8,-2.6,0.179,0.512
203.2,102.0582,6.6,2.3,1,11.9,0.111,0.623
193.04,95.25432,10.5,2.5,1.8,-8.1,0.225,0.493
200.66,79.3786,6.3,2.4,3.3,-4.1,0.145,0.536
208.28,107.047712,4.2,4.4,0.3,1.6,0.164,0.559
200.66,103.418976,12.1,7.8,2.4,-3.1,0.189,0.553
190.5,93.893544,4.6,1.3,2.2,-3.3,0.189,0.537
208.28,111.13004,0,1.5,0,2.7,0.073,0
198.12,88.45044,6.4,2,0.7,-3.3,0.195,0.491
215.9,111.13004,11,7.2,2.2,-3.6,0.207,0.514
203.2,99.79024,6.2,2.8,1.5,4.4,0.188,0.473
190.5,78.017824,7.3,2.9,3.8,2.1,0.133,0.573
190.5,80.739376,12.7,2.8,6.7,1.4,0.177,0.605
208.28,106.59412,6.6,1.9,0.4,6.5,0.13,0.602
205.74,102.0582,8,5.3,0.9,4.8,0.182,0.518
205.74,97.52228,10.4,4.4,2.4,2.3,0.172,0.486
193.04,86.18248,0.8,1.3,0.5,0.9,0.173,0.239
190.5,83.91452,22.9,4,6.9,2.4,0.261,0.589
205.74,102.0582,1.3,1.3,0.3,32.5,0.135,0.555
195.58,90.7184,4.9,2.4,1.3,2.1,0.145,0.46
185.42,88.45044,2.8,0.3,1,-16.4,0.251,0.394
187.96,86.18248,14.2,3.7,4.7,8.7,0.188,0.558
203.2,95.25432,7,2.4,0.8,0.4,0.212,0.465
195.58,97.52228,15.5,3.7,2.6,-10.7,0.235,0.531
200.66,99.79024,7.7,4.6,2.6,3,0.144,0.49
205.74,131.088088,15.1,7.2,2.1,-1.8,0.26,0.483
190.5,86.18248,14.7,3.1,7.4,-6,0.216,0.54
203.2,95.25432,14.1,3.1,3,1.8,0.217,0.564
203.2,102.0582,3.2,1.7,0.9,0.6,0.142,0.428
210.82,113.398,16,9.6,3.5,-5.5,0.248,0.527
208.28,113.398,6,4.6,0.4,5.4,0.147,0.636
210.82,117.93392,4,3.4,0.4,-3.7,0.139,0.498
198.12,95.707912,13.9,4.3,9,-4.3,0.229,0.502
208.28,113.398,3.7,3.6,1.3,0.8,0.146,0.54
205.74,99.336648,6.9,3.2,0.9,-14.2,0.216,0.476
218.44,120.20188,2.8,3.7,0.4,-2.3,0.168,0.447
193.04,95.25432,9.5,2.1,1.9,4,0.216,0.512
198.12,88.45044,5.1,2.4,2.3,0,0.133,0.478
200.66,88.45044,5.5,1.6,1.1,-2.6,0.148,0.519
210.82,115.66596,2.4,4,0.3,-0.8,0.108,0.467
200.66,108.86208,16.3,3,3.5,4.4,0.219,0.521
193.04,94.347136,7.9,2.2,0.9,2.5,0.167,0.54
210.82,105.233344,11.9,11.1,4,1.2,0.172,0.534
200.66,99.79024,8.6,4,1.4,1.9,0.147,0.574
187.96,88.45044,7.2,1,1.3,-6.3,0.235,0.546
190.5,90.7184,8.7,2.2,3.3,0,0.208,0.514
198.12,98.883056,4.9,0.9,0.9,-1.7,0.17,0.5
203.2,95.25432,9.2,4.1,1.2,2,0.176,0.526
210.82,115.66596,8.3,5.3,0.8,-6.8,0.221,0.538
187.96,99.336648,6.8,1.3,2.4,-10.4,0.228,0.478
190.5,90.7184,13.4,3,6.1,2.4,0.208,0.538
195.58,81.64656,3.1,0.8,0.2,-13.7,0.252,0.479
205.74,87.996848,2,1.6,0.3,4.4,0.13,0.641
200.66,102.0582,6.1,1.9,0.8,-8.9,0.15,0.531
200.66,99.79024,13.3,6.3,4.3,-3.5,0.213,0.478
213.36,115.66596,1.2,0.5,0,-9.1,0.115,0.451
208.28,117.93392,1,1,0,7,0.216,0.413
220.98,119.294696,2.4,3,0.2,12,0.102,0.619
208.28,99.79024,2.9,2.4,2.1,-20.4,0.172,0.288
208.28,111.13004,2,1,0,12.6,0.368,0.667
185.42,83.91452,6.5,1.1,2.1,-8.6,0.24,0.475
193.04,88.45044,2,0.4,0.1,-12.5,0.295,0.538
200.66,102.0582,10.9,3.1,2.6,-4.2,0.173,0.582
210.82,108.86208,1.2,1.6,0.4,2.8,0.108,0.343
205.74,117.93392,6,5.9,0.8,3.7,0.149,0.534
190.5,89.357624,12.9,3.1,5.6,2.2,0.211,0.542
205.74,104.32616,0.6,0.7,0.2,-16.3,0.133,0.457
210.82,108.86208,2.5,2.4,0.5,-3.1,0.122,0.48
213.36,115.66596,1.1,1.6,0.2,1,0.074,0.476
200.66,117.93392,6.9,5.7,0.8,-6.1,0.156,0.478
198.12,102.0582,10.5,3.8,1.5,0.3,0.187,0.495
213.36,108.86208,8.2,3.6,0.7,-3.8,0.24,0.544
187.96,81.64656,10.1,2,2.5,0.3,0.179,0.566
210.82,113.398,10.9,6.7,1,-5.2,0.184,0.533
201,111,4,3.8,0.7,-8,0.157,0.493
205.74,113.398,3.9,2.8,0.4,9.6,0.191,0.533
193.04,95.25432,6,4.3,3.3,5.5,0.115,0.532
205.74,111.13004,1.4,1.9,0.2,5.1,0.087,0.542
200.66,97.52228,2.2,0.8,0.5,-6.1,0.154,0.503
205.74,112.490816,5.1,2.7,1.1,-15.5,0.192,0.442
210.82,104.32616,5,3.9,0.3,-4.1,0.174,0.497
195.58,99.79024,6.8,3,1.7,0.3,0.159,0.516
175.26,83.91452,13.9,2,4,-4.1,0.228,0.574
182.88,79.3786,2.4,1.2,1.7,-5.9,0.173,0.379
203.2,115.66596,6.6,3.9,0.7,-0.8,0.214,0.546
182.88,79.3786,11.3,2.8,4,-2,0.25,0.51
205.74,109.769264,12.7,10.4,1.1,-5.3,0.199,0.591
203.2,97.52228,1.6,0.6,0.3,1.1,0.146,0.478
193.04,86.18248,14.1,2.2,3.8,-2,0.208,0.571
213.36,114.305184,9.1,4.8,0.3,3.5,0.211,0.589
198.12,106.59412,5,2.4,1.2,0.7,0.151,0.491
190.5,89.357624,3.5,1.7,4.4,0.1,0.135,0.467
195.58,90.7184,16.5,1.7,2.5,7.4,0.257,0.558
182.88,86.18248,14.7,3.7,7.4,-4.9,0.226,0.498
198.12,97.52228,3.8,1.8,1.1,11.9,0.175,0.539
195.58,99.79024,25.9,4.9,5.8,2.7,0.289,0.6
198.12,99.79024,18.1,5.3,2.7,5.9,0.264,0.522
208.28,102.0582,2.6,2.3,0.3,-12.3,0.165,0.435
215.9,111.13004,0.2,1.8,0.3,-36.3,0.056,0.205
213.36,112.037224,3.5,3.6,0.5,-12.9,0.181,0.468
210.82,108.86208,21.1,9.1,2.6,-1.4,0.265,0.53
190.5,86.636072,22.5,3.7,5.9,-5.1,0.298,0.553
203.2,104.32616,8.8,4,0.9,-4.5,0.158,0.517
208.28,108.86208,4.1,3.7,0.9,-5.4,0.178,0.535
182.88,92.98636,11.6,4.7,6.4,0.3,0.199,0.543
200.66,96.161504,10.9,4,2,4.4,0.145,0.637
210.82,131.54168,1.9,3.4,0.4,-6.5,0.094,0.452
208.28,104.32616,4,5.9,1.7,9.5,0.132,0.429
205.74,108.86208,2.5,2.3,0.5,-1.2,0.117,0.547
205.74,106.59412,5.8,5.6,0.5,-3.7,0.164,0.515
213.36,120.20188,8,6.9,0.4,8,0.145,0.585
198.12,92.98636,27.3,5.6,6,2.7,0.317,0.57
200.66,92.98636,16.6,3.7,2.2,1.8,0.218,0.533
193.04,86.18248,7.7,2.6,5.2,3.2,0.147,0.493
198.12,90.7184,2.9,0.9,0.6,-8.1,0.158,0.477
200.66,97.52228,6.1,1.9,1,2.2,0.159,0.532
200.66,95.25432,0.9,0.7,0.1,-3.3,0.166,0.257
190.5,88.45044,4.4,0.1,1.1,-5.7,0.162,0.644
195.58,103.418976,8.8,3.9,2.9,8.8,0.151,0.53
200.66,97.52228,4.7,4.1,1.2,-0.8,0.129,0.487
205.74,99.79024,16.5,6.3,3,-0.2,0.213,0.508
210.82,111.13004,1.2,0.6,0.2,-34.4,0.195,0.365
203.2,106.59412,3.4,2.9,3.3,-2.9,0.134,0.453
187.96,79.3786,11.5,2.5,3.8,-3.5,0.182,0.532
205.74,102.0582,3.9,2.2,0.5,-3.4,0.162,0.509
205.74,111.13004,12.8,6.6,2.2,-6.3,0.23,0.516
203.2,104.32616,6.7,4.4,0.9,-0.4,0.167,0.447
203.2,102.0582,2.5,1.9,0.3,-3.5,0.111,0.565
185.42,79.3786,14.1,2.1,3.6,0,0.236,0.555
203.2,106.140528,7.4,2.6,0.8,-6.1,0.221,0.46
187.96,83.91452,7.7,2,3.6,-2.3,0.181,0.501
190.5,87.996848,5.2,1.1,1.4,-1.9,0.211,0.509
203.2,113.398,26.8,8,7.3,14.1,0.298,0.64
198.12,102.0582,2.5,1,0.8,-38.8,0.183,0.396
205.74,115.66596,5.8,5,0.9,-2.9,0.149,0.474
210.82,106.59412,9.8,9.5,1.2,1.9,0.17,0.523
205.74,102.0582,1.9,2.7,0.3,-10,0.145,0.392
200.66,106.59412,18.6,6.3,4.8,3.5,0.274,0.559
205.74,124.7378,9.1,4.4,0.7,-6.2,0.236,0.478
200.66,83.91452,14,2.3,1.4,11.6,0.21,0.608
200.66,95.25432,6.7,3.3,0.4,-3.4,0.201,0.45
208.28,124.7378,1.7,1.2,0,3.8,0.199,0.506
203.2,95.25432,1,1.1,0.4,-9.6,0.096,0.32
180.34,83.91452,1.7,0.3,0.3,-22.5,0.235,0.625
190.5,95.707912,11.3,2.4,7.1,-6.4,0.171,0.616
208.28,106.59412,6.7,5.7,0.4,-3.8,0.191,0.533
200.66,99.79024,5.2,2.4,0.6,-1.2,0.246,0.49
208.28,108.86208,6,4.9,2.1,-8,0.139,0.527
193.04,88.45044,11.6,3,3.2,-5.4,0.252,0.512
